filename,class,indicator,compliant,binary,domain,split
Pepper__bell___Bacterial_spot__3f4bec2b-fc05-4b3a-89aa-36960c25ecd1___JR_B.Spot 3207.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__01f7eeb8-19c7-4c7b-9789-00538abf46fe___UF.GRC_YLCV_Lab 09492.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato__Target_Spot__f6f8f785-0d6e-4b6a-a206-68c65dcf9bc4___Com.G_TgS_FL 9669.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Pepper__bell___healthy__c2cc281d-3028-4541-aa16-ced901ed2530___JR_HL 7771.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_Bacterial_spot__f8efccbd-9721-4291-a095-9fb29527bbc4___UF.GRC_BS_Lab Leaf 0235.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__078b2cb7-33e2-4444-9ced-0d87a28da668___YLCV_NREC 2146.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Septoria_leaf_spot__2258389b-40c1-4d0e-9675-d7ea31239390___JR_Sept.L.S 8436.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Pepper__bell___Bacterial_spot__8465e92e-0f86-4792-be92-5f5642e8b61b___NREC_B.Spot 1898.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Potato___Late_blight__22b19227-ae7e-495e-9fe0-d286fbcf9412___RS_LB 3996.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato_healthy__9721c76f-52cc-4a63-a465-4cc32974806c___GH_HL Leaf 431.1.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato_Early_blight__3b1caf5d-9b90-4adc-bde6-8a16af479f0a___RS_Erly.B 8270.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Potato___healthy__46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Pepper__bell___Bacterial_spot__ab10eb3c-cf6e-49bf-a220-2a7d3ffdb717___NREC_B.Spot 1961.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Potato___Late_blight__463e8a94-a7e6-4604-a29c-2187500b2318___RS_LB 4244.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__33e59828-c8c1-40f8-a684-dc16fdfcd280___Com.G_SpM_FL 9510.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Pepper__bell___healthy__4a4478b6-4d10-4973-b884-548ff3e1b444___JR_HL 8428.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_Late_blight__4cffeba2-15a0-4d56-9429-8dbb0f69c00e___GHLB2 Leaf 158.1.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__33292e63-5f81-40ef-b397-f749a1c49bbf___Com.G_SpM_FL 9515.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato__Target_Spot__75631753-160d-48e2-ab6a-30649f66b044___Com.G_TgS_FL 8110.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Potato___Late_blight__fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__be3326b5-c152-464d-8803-21ca7149e6db___Com.G_SpM_FL 1663.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__bca81576-c729-4649-bfe0-1b37d8bd314f___Com.G_SpM_FL 8655.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato__Target_Spot__6b66d5e4-aacb-405a-aea0-bbc9e842822a___Com.G_TgS_FL 9726.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Tomato_healthy__303db099-b4e0-4c12-801d-cf501857075a___RS_HL 9942.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato__Target_Spot__722e5aaa-dce9-4962-879d-6f23992e58d0___Com.G_TgS_FL 9769.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Potato___Late_blight__a1523281-33d2-4cc4-910a-3d614a4cd085___RS_LB 2816.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Potato___healthy__af15ac00-67ff-4114-ace8-6dca48b94665___RS_HL 1865.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Tomato_Leaf_Mold__0741bcde-474a-4b81-b6d5-217ab4f7d0e9___Crnl_L.Mold 6660.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Potato___Early_blight__e786a4fe-5aa1-4da2-a16f-4ee82c56e317___RS_Early.B 7245.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__16899432-0c58-4c00-a212-f24faed4d040___GCREC_Bact.Sp 2981.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Potato___Late_blight__410cba02-24db-487a-a30c-fc7cefba924b___RS_LB 2571.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Potato___Early_blight__7d90df0a-da17-4641-9006-75aa7de6ed5e___RS_Early.B 8702.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__feabce4c-9bb1-4fca-bcbf-368cacd40a68___PSU_CG 2115.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__09434fa9-0733-4ef5-9cc3-db29d1e3a480___Com.G_SpM_FL 1425.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__0b891169-2116-431d-968f-d2a36bb69243___Com.G_SpM_FL 1743.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Potato___Early_blight__4bac4925-72ff-43e7-8726-5e2126c6c30d___RS_Early.B 8206.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Target_Spot__0044d10f-7062-4655-8abd-9fffc5b2f152___Com.G_TgS_FL 7908.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Tomato_Septoria_leaf_spot__e6d9f6dd-1349-4d66-8bae-7be416b48d15___JR_Sept.L.S 8360.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato__Target_Spot__47447629-2229-4b3a-97bb-45deb6f71a87___Com.G_TgS_FL 8254.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Pepper__bell___healthy__3b8c55fd-ddd6-4ab6-94e8-3be93b1728eb___JR_HL 5963.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Potato___Late_blight__856b9ab9-c5af-43f1-a320-097b7380d314___RS_LB 2789.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__cb9effb5-7029-410e-8270-8efb36fb124a___Crnl_L.Mold 8841.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__a740fdd7-45f9-445f-a992-37005aa41d32___Crnl_L.Mold 6883.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Pepper__bell___healthy__d489c307-ff11-45f0-9ea2-1d8bb072a7e7___JR_HL 7749.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__86254a6e-bbac-4dd4-becb-8fc85812e849___YLCV_NREC 2525.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Pepper__bell___Bacterial_spot__9e501de6-b39a-4a9c-b5f7-f55a246c02b6___NREC_B.Spot 9207.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__5b42e630-6c2d-4991-bbd6-643c9c465e71___UF.GRC_YLCV_Lab 02382.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__7d35f41d-27d1-4ff8-8527-54ca210a47b5___PSU_CG 2359.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Late_blight__1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__855bbef5-e9fc-4c0c-b3cc-d9321fa9596e___GCREC_Bact.Sp 5947.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Leaf_Mold__937ddfca-ced9-419b-b25d-314ec99847f7___Crnl_L.Mold 8726.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato__Target_Spot__d32a7e41-712d-458b-a5fd-44aae42825c0___Com.G_TgS_FL 0926.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Potato___healthy__38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Tomato_Early_blight__8b448aba-68ad-461d-a8f4-99c6ccee8fbe___RS_Erly.B 7463.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__9e0c8ec8-f525-444d-8657-32b668771b2f___Com.G_SpM_FL 1451.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Potato___healthy__a4d1d8cb-26a2-413f-a229-021e2eea87ac___RS_HL 1819.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Potato___Early_blight__4a7c680d-9c18-4065-a6e0-70cd2d0a3207___RS_Early.B 8107.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__167ce5ce-ef32-4544-a7aa-d05d315ef61a___Crnl_L.Mold 9113.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__bd22aa4a-ea90-41af-862d-7e887eb57a00___PSU_CG 2416.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Potato___Late_blight__7b5a2c96-f276-477a-8e7e-3325b02719a7___RS_LB 4613.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Septoria_leaf_spot__8e394ac6-15a5-4b49-ad6c-52b3d146457e___Matt.S_CG 1531.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato_Septoria_leaf_spot__e9de0604-a1be-42b7-8c6f-f376904c0473___Matt.S_CG 1688.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato_Late_blight__5c2e8475-ec0a-4566-af20-a4dedf3dc1c0___GHLB Leaf 2 Day 1.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Pepper__bell___healthy__8acf0350-5233-4fdd-ae77-34d78943cc9a___JR_HL 8237.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_healthy__7521718e-614b-4de0-ba94-f587b0113a69___RS_HL 0145.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato_Early_blight__1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__26398b56-bddd-465c-92ab-e17a980423c9___GCREC_Bact.Sp 3400.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Pepper__bell___Bacterial_spot__82b9fdcc-3000-46fe-b955-063e77dd5968___JR_B.Spot 3324.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Bacterial_spot__7882b2d6-96d2-43db-968c-5790a9dddc18___GCREC_Bact.Sp 6280.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__570486a0-abe0-4046-add9-14aab37de620___PSU_CG 2313.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Potato___Early_blight__b6b036b0-6869-48b8-b861-a6a85d1b2b97___RS_Early.B 6850.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Target_Spot__fef53f75-6350-4320-b510-5e11e21becab___Com.G_TgS_FL 0692.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Potato___healthy__929107f1-4ae9-4dae-8319-ae7cf4804236___RS_HL 1932.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Tomato_Bacterial_spot__da471a01-eb1c-4b89-9b21-6dee2719c200___UF.GRC_BS_Lab Leaf 0495.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Pepper__bell___Bacterial_spot__5220d08b-9ead-4c12-9a25-7044d1669d0d___JR_B.Spot 3208.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Potato___Early_blight__4d943ff8-e048-43c6-8861-4cdc6adab6a0___RS_Early.B 8726.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Target_Spot__1070e740-6ac0-4e66-b450-ae7ced095091___Com.G_TgS_FL 0757.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Potato___Early_blight__93992994-fcb0-4d3e-b528-e6fd9fd1b317___RS_Early.B 6686.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__6bda3c80-915c-4dcc-ae83-2829b6edb41b___UF.GRC_YLCV_Lab 02313.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Leaf_Mold__9352c724-ec44-4955-a845-62577931d3db___Crnl_L.Mold 7013.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato_healthy__7e3c7e5d-172c-4a25-ad05-2b32e49c7bd2___GH_HL Leaf 387.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Potato___healthy__7948ada9-eabc-4cb7-a579-b73e938eb716___RS_HL 4185.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__6ad11f4a-0932-412b-86bb-df6f9a7f3dae___Com.G_SpM_FL 9549.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato_Early_blight__411f8908-2bb4-45dc-b1d1-314cc951f0a9___RS_Erly.B 9526.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Pepper__bell___healthy__f2a76242-f4e8-416a-9080-7eb1064ca6c4___JR_HL 5838.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato__Tomato_mosaic_virus__efc00b83-9c44-48f5-b6ff-3acc4f5b0875___PSU_CG 2345.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Early_blight__c8dd6713-727e-4811-b951-e70e44d0c483___RS_Erly.B 7817.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Septoria_leaf_spot__503090fa-3111-4746-ad81-caa2433aaabf___Matt.S_CG 6350.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato_Bacterial_spot__f1882d7d-3cd9-44fe-a1ea-a114fc462059___GCREC_Bact.Sp 3862.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__a0966902-32cd-469a-bf55-9fc7f4761107___PSU_CG 2322.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato__Target_Spot__54027b17-818e-4dc7-b29c-b0d2f94d4683___Com.G_TgS_FL 7905.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Tomato_Septoria_leaf_spot__fce4cdc2-400f-4afc-ac78-147a63ab43f1___Matt.S_CG 7596.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato_healthy__2d9352d7-2509-40a1-be35-01404448266c___RS_HL 9805.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato_healthy__17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__3b3f6916-cee0-414f-bd63-b005c8a9d4f5___YLCV_NREC 2870.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Late_blight__f8afeeda-7bed-422b-8535-67e221372eb7___RS_Late.B 5315.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__f8e698ff-5f4d-4735-ae53-1daf38c49d46___Crnl_L.Mold 6536.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato_healthy__1ca23194-53c1-44a9-973a-39aa073f4a33___RS_HL 0058.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Potato___Early_blight__3ebc2af4-fe74-4918-b46f-09ec268884ef___RS_Early.B 7856.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Potato___Late_blight__929dd251-5fbb-406f-9313-a71e5f96b31c___RS_LB 4781.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__e19ffd2f-e299-49c2-b445-270a938fc4e7___PSU_CG 2251.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Potato___Early_blight__2ec0f91e-b8a4-4aeb-9e08-8bd32b492487___RS_Early.B 7502.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Pepper__bell___healthy__a2e1074b-5078-4b5f-b5fe-fabc7d4d91bc___JR_HL 8613.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_Bacterial_spot__2d9b4cc9-3b21-4e0c-830f-b97ed7bfb397___GCREC_Bact.Sp 3444.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Septoria_leaf_spot__ba1d1b79-0317-4edc-9641-12d1a7c44055___JR_Sept.L.S 2501.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
Tomato_healthy__3e03aa27-3c0c-447c-87da-c3375ef47ead___RS_HL 9899.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato__Tomato_mosaic_virus__983cd485-5bc8-46a0-94cc-26c522228508___PSU_CG 2397.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Early_blight__1f4c9f8a-5672-4e47-84dd-55f85f953174___RS_Erly.B 7582.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__50f3f827-c254-4de3-a7d3-0a5d755367fc___Crnl_L.Mold 8733.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__4681fec1-5bd9-49a5-975a-ca48bc826c22___Com.G_SpM_FL 1238.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__452ec0ff-9e6f-4b1e-8c35-52601cafb9f7___UF.GRC_YLCV_Lab 01516.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_healthy__d074483d-5063-4bed-93f5-c0d798e9283c___RS_HL 0231.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Potato___Early_blight__98de061b-990e-4395-a50a-975c0fab5a4a___RS_Early.B 7394.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__09904a06-b32f-4db4-963f-c8dacfff6b9e___Com.G_SpM_FL 8456.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Pepper__bell___Bacterial_spot__4995d36f-321f-4f9e-82c8-9a0c78d1f266___NREC_B.Spot 9076.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Potato___Early_blight__fc603fb2-e2a0-4990-8a75-0e4f80f40694___RS_Early.B 7584.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Late_blight__32482915-ead6-4e0e-8b3e-a14dd3546b0f___GHLB2 Leaf 8595.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Leaf_Mold__924b52ad-82dd-4562-94b6-5a5a9e41e81c___Crnl_L.Mold 9110.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Potato___Early_blight__7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__b8eae33d-0b5a-45c0-a926-001512a72db1___UF.GRC_BS_Lab Leaf 0611.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__382afdf8-3f49-47f6-b986-b25dc6f2f142___YLCV_NREC 2112.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__c044173c-b055-4014-91e5-d827a1a65851___Com.G_SpM_FL 9395.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__5559cc38-c1ac-47ad-b25a-2cbb8c51df78___UF.GRC_YLCV_Lab 08502.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Late_blight__c59952b7-66e1-484d-a2e2-d240e7b12680___GHLB2 Leaf 8553.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Early_blight__4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__fc40f0c6-d15e-4c87-ad7d-8c376306b20c___PSU_CG 2198.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Early_blight__9b0106a7-eb90-4bb2-beec-6c9eb2d90d4b___RS_Erly.B 7424.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__239fc305-ce59-48d4-9322-13669b141fa4___GCREC_Bact.Sp 3174.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Leaf_Mold__21dc5583-337e-4f14-9e93-ec084c464849___Crnl_L.Mold 6517.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__2ffd2426-1463-48aa-a3bb-622ece568219___PSU_CG 2137.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_Leaf_Mold__45b77cd0-ca48-4fa8-9efe-a13e80419eff___Crnl_L.Mold 6699.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato__Target_Spot__5d55ddf1-3cd2-48ce-9312-0cffb3f59a3f___Com.G_TgS_FL 9676.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__0889ce0b-097f-4824-a46e-7ed9a01a4862___Com.G_SpM_FL 1435.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Tomato_Early_blight__bab7dc71-f5d2-4b07-a582-11a13f785b3d___RS_Erly.B 7764.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,val
Pepper__bell___healthy__f457076f-aab1-496e-a4d8-9fefb1af279a___JR_HL 8754.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_healthy__0d615a38-cfa4-45e4-b1b4-9977220e19ca___RS_HL 9815.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Pepper__bell___healthy__5f11a48a-467f-4639-adcb-f7189c669a5f___JR_HL 8348.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,val
Tomato_Leaf_Mold__43728975-7569-464b-b67d-a2b3d0f5ddd5___Crnl_L.Mold 6919.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Tomato__Tomato_mosaic_virus__f16eeb0f-5219-4a81-9941-351b3d9ba5fc___PSU_CG 2089.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,val
Tomato_healthy__33a75eb9-0745-4159-8c6e-3c4e4e418992___RS_HL 9767.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato_Spider_mites_Two_spotted_spider_mite__8638b153-2ee6-471d-9eb6-8900fb80bd38___Com.G_SpM_FL 8899.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,val
Potato___healthy__1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,Potato___healthy,crop_healthy,True,1,agriculture,val
Tomato_Leaf_Mold__6cda92fc-5b8b-47b5-803a-ed31c7a9106a___Crnl_L.Mold 8728.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,val
Pepper__bell___Bacterial_spot__994dd8b0-a87e-485a-be38-cb01b8843e44___JR_B.Spot 8857.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Late_blight__647fc3ec-00a2-4f1a-ad81-a5ed6ac25420___GHLB2 Leaf 8957.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_Bacterial_spot__3c42263c-39eb-4e33-bf35-6694cb1eb973___GCREC_Bact.Sp 6106.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__07b76767-2537-474e-8fba-8c8dd29537a0___UF.GRC_YLCV_Lab 09587.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Late_blight__aa2b76f2-a7e8-443c-81eb-20c00c0fd488___GHLB_PS Leaf 39.1 Day 16.jpg,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Tomato_healthy__cb4a744a-1f1d-4cb1-b2a4-f1e1a12426ca___RS_HL 9970.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,val
Tomato__Tomato_YellowLeaf__Curl_Virus__825d8f5e-ade2-44f8-9303-3073e8b7fe5f___YLCV_NREC 2698.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,val
Tomato_Late_blight__8243854c-24f1-49e5-b568-819ae3867a8c___RS_Late.B 7143.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,val
Pepper__bell___Bacterial_spot__55d4d62f-ed27-4225-8245-c0e732a5a01b___JR_B.Spot 8959.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,val
Tomato_Septoria_leaf_spot__ee30b8ea-8962-4f95-9ad6-9f0c11d31fd3___Matt.S_CG 2620.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,val
